unwind_1000ms_ticks,unwind_1000ms_se_ticks,unwind_1000ms_t,unwind_1000ms_passive_exit_frac,unwind_5000ms_ticks,unwind_5000ms_se_ticks,unwind_5000ms_t,unwind_5000ms_passive_exit_frac,horizon,model,gate_quantile,queue_ahead_fraction,maker_rebate_per_unit,n_fills,n_days,fills_per_day,markout_ticks,markout_after_crossing_out_ticks,se_ticks,t_stat,below_min_fills,breakeven_rebate_per_unit,breakeven_rebate_ticks
-0.8778143684603915,0.07062923050381063,-12.428485517947577,0.46734865470852016,-0.4298940717555814,0.07545383705982943,-5.697444802107368,0.8816570120526955,ms1000,M5_full,0.5,0.5,0.0025,85632,8,10704.0,-0.15832282324364594,-1.4771580717488806,0.03501682755270223,-4.521335435237857,False,0.004083228232436459,0.40832282324364594
-0.8044469357249655,0.07134626464491355,-11.275249513463024,0.46734865470852016,-0.33581122115294665,0.07598004952876021,-4.419728905623236,0.8816570120526955,ms1000,M5_full,0.5,0.5,0.003,85632,8,10704.0,-0.10832282324364592,-1.4271580717488808,0.03501682755270223,-3.093450515487566,False,0.004083228232436459,0.40832282324364594
-1.3133466982564816,0.049432281271682206,-26.568603844889633,0.17678148350646983,-1.036332705510651,0.0846135472097538,-12.247834297049636,0.5116349717479798,ms1000,M5_full,0.5,1.0,0.0,16461,8,2057.625,-0.27455804629122516,-1.501792114695337,0.033553704093846386,-8.182644918227611,False,0.0027455804629122516,0.27455804629122516
-1.1956685499058346,0.05033014198565778,-23.75651056670088,0.17678148350646983,-0.8851692083358531,0.08611787013178639,-10.278577570268244,0.5116349717479798,ms1000,M5_full,0.5,1.0,0.001,16461,8,2057.625,-0.17455804629122515,-1.4017921146953372,0.033553704093846386,-5.202348027001835,False,0.0027455804629122516,0.27455804629122516
-1.0779904015551878,0.05124311573198721,-21.036784866738298,0.17678148350646983,-0.7340057111610551,0.0876757448204431,-8.371821792495444,0.5116349717479798,ms1000,M5_full,0.5,1.0,0.002,16461,8,2057.625,-0.07455804629122516,-1.301792114695337,0.033553704093846386,-2.2220511357760584,False,0.0027455804629122516,0.27455804629122516
-1.0191513273798645,0.05170502033293154,-19.710877605646253,0.17678148350646983,-0.6584239625736561,0.08847388385930005,-7.442014907141945,0.5116349717479798,ms1000,M5_full,0.5,1.0,0.0025,16461,8,2057.625,-0.02455804629122515,-1.251792114695337,0.033553704093846386,-0.7319026901631702,False,0.0027455804629122516,0.27455804629122516
-0.9603122532045409,0.05217040908981632,-18.407221065705503,0.17678148350646983,-0.5828422139862571,0.08928436813222079,-6.527931217737116,0.5116349717479798,ms1000,M5_full,0.5,1.0,0.003,16461,8,2057.625,0.025441953708774848,-1.201792114695337,0.033553704093846386,0.758245755449718,False,0.0027455804629122516,0.27455804629122516
-0.8110694116377515,0.0522070430884016,-15.53563204612789,0.6312034627882159,-0.5030935251798555,0.051013845546372165,-9.86190160321354,0.9600119904076738,ms1000,M5_full,0.7,0.0,0.0,83401,8,10425.125,-0.22209565832544362,-1.5303653433412114,0.028710752839955826,-7.735626424130554,False,0.002220956583254436,0.22209565832544362
-0.6479490653589298,0.05313021205286963,-12.195491798793476,0.6312034627882159,-0.3070923261390881,0.05117864248160151,-6.000399995945309,0.9600119904076738,ms1000,M5_full,0.7,0.0,0.001,83401,8,10425.125,-0.12209565832544361,-1.4303653433412113,0.028710752839955826,-4.25261082515144,False,0.002220956583254436,0.22209565832544362
-0.4848287190801081,0.05408947671505215,-8.963457377009322,0.6312034627882159,-0.11109112709832077,0.05135106482407823,-2.163365598725243,0.9600119904076738,ms1000,M5_full,0.7,0.0,0.002,83401,8,10425.125,-0.022095658325443607,-1.3303653433412115,0.028710752839955826,-0.7695952261723279,False,0.002220956583254436,0.22209565832544362
-0.40326854594069733,0.054582053009547306,-7.388299334767767,0.6312034627882159,-0.013090527577937078,0.05144011169334654,-0.2544809322338672,0.9600119904076738,ms1000,M5_full,0.7,0.0,0.0025,83401,8,10425.125,0.027904341674556393,-1.2803653433412114,0.028710752839955826,0.9719125733172285,False,0.002220956583254436,0.22209565832544362
